%Station,OS X,OS Y,Latitude,Longitude,Zone,Postcode
Bermondsey,534461,179445,51.497960787629,-0.064315686265478,"2",SE16 4RX
Berrylands,519728,168040,51.398768439892,-0.28030710499701,"5",KT5 8LT
Bethnal Green,534995,182712,51.527191747482,-0.055377698622437,"2",E2 0ET
Bethnal Green Rail,534683,182380,51.524282746211,-0.059999330521283,"2",E2 6JL
Bexley,549399,173502,51.440814511828,0.14821829873454,"6",DA5 1AQ
Bexleyheath,548294,176000,51.463549940694,0.13337735793409,"5",DA7 4AA
Bickley,542304,168799,51.400379563229,0.044318404705676,"5",BR1 2EB
Birkbeck,535297,168996,51.403863100681,-0.0562718615037,"4",BR3 4TA
Blackfriars,531738,180890,51.511586939902,-0.10298097717171,"1",EC4V 4DD
Blackheath,539604,175961,51.465408009363,0.0083509882498168,"3",SE3 9LE
Blackhorse Road,535914,189256,51.585776631411,-0.039611280026926,"3",E17 6JJ
Blackwall,538394,180649,51.507831540895,-0.0072207589795153,"2",E14 9QB
Bond Street,528497,181053,51.513797542631,-0.14959920109132,"1",W1C 2HU
Borough,532379,179734,51.501048880447,-0.094182918403389,"1",SE1 1JX
Boston Manor,516391,178755,51.495765574642,-0.32473278589022,"4",TW8 9LQ
Bounds Green,529996,191466,51.607031935983,-0.12416262739225,"3,4",N11 2EU
Bow Church,537414,182824,51.527615205643,-0.020485486059214,"2",E3 3AA
Bow Road,537148,182753,51.527041809222,-0.024345177705763,"2",E3 4DH
Bowes Park,530299,191498,51.607249528898,-0.11977778086817,"3,4",N22 8NL
Brent Cross,523905,187927,51.576599240756,-0.21332141198154,"3",NW11 9UA
Brentford,517462,177864,51.487536344613,-0.30960813639036,"4",TW8 9LF
Brentwood,559321,193036,51.613610299318,0.29968725631633,"7",CM14 4EW
Brimsdown,536297,196997,51.655244617739,-0.03107782337368,"5",EN3 7NA
Brixton,531076,175437,51.462736815606,-0.11453770490964,"2",SW9 8HE
Brockley,536405,175801,51.464749666688,-0.03773385721419,"2",SE4 2RW
Bromley North,540395,169699,51.408942308516,0.017249827752461,"4",BR1 3NN
Bromley South,540431,168705,51.400001286054,0.017373953488859,"5",BR1 1LX
Bromley-by-Bow,538034,182532,51.52484020109,-0.01166796209473,"2,3",E3 3BT
Brondesbury,524718,184460,51.545262386773,-0.20282406710345,"2",NW6 7QL
Brondesbury Park,524202,183898,51.540325391085,-0.21045952961905,"2",NW6 6RP
Broxbourne,537407,207240,51.747015568918,-0.011009600958786,"9",EN10 7AW
Bruce Grove,533758,190115,51.594011254361,-0.070384555517657,"3",N17 8AD
Buckhurst Hill,541768,193957,51.626576654655,0.046726985755,"5",IG9 5ET
Burnt Oak,520303,190728,51.602551943784,-0.26431627556888,"4",HA8 0LA
Bush Hill Park,533696,195396,51.641481967261,-0.069265963311165,"5",EN1 1BA
Bushey,511860,195318,51.645544206307,-0.38470709118099,"8",WD19 4ST
Caledonian Road,530568,184899,51.547885455043,-0.11834644235876,"2",N7 9BA
Caledonian Road and Barnsbury,530800,184393,51.543284589046,-0.11519043865212,"2",N1 0SL
Cambridge Heath,534855,183250,51.532059770708,-0.05718878628523,"2",E2 7NA
Camden Road,529140,184191,51.541851250779,-0.13918869492503,"2",NW1 9LQ
Camden Town,528920,183976,51.539969369251,-0.14243796405007,"2",NW1 8NH
Canada Water,535399,179493,51.498168417556,-0.05079271714472,"2",SE16 7BB
Canary Wharf,537558,180153,51.503578406232,-0.019452434600173,"2",E14 4QS
Canning Town,539454,181350,51.513870285695,0.0083200415480822,"3",E16 1DQ
Cannon Street,532623,180888,51.511362099463,-0.090236118885105,"1",EC4N 6AP
Canonbury,532355,184979,51.548188396024,-0.092559776199295,"2",N1 2PG
Canons Park,518208,191246,51.607650605221,-0.29437715826231,"5",HA8 6RN
Carpenders Park,511826,193386,51.628186764519,-0.38581487914664,"7",WD19 7DT
Carshalton,527737,164858,51.368426385593,-0.16638396492825,"5",SM5 2HT
Carshalton Beeches,527552,163625,51.357386860957,-0.16948196651609,"5",SM5 3LG
Castle Bar Park,515853,181770,51.522973705473,-0.33148966489625,"4",W7 1AY
Caterham,534099,155422,51.282162831704,-0.078592962360211,"6",CR3 6LB
Catford,537245,173544,51.44426491475,-0.026524111698793,"3",SE6 4XT
Catford Bridge,537363,173595,51.444694627575,-0.024807488912048,"3",SE6 4RE
Chadwell Heath,547646,187611,51.568046861857,0.12891553745986,"5",RM6 4BE
Chafford Hundred,558922,178770,51.4855544601,0.28749010037512,"7",RM16 6QQ
Chalfont and Latimer,499610,197550,51.667907547721,-0.56105332039672,"8",HP7 9PR
Chalk Farm,528126,184421,51.544149104848,-0.15371865256093,"2",NW3 2BP
Chancery Lane,531096,181642,51.518494029809,-0.11194761724718,"1",WC1V 6DR
Charing Cross,530234,180492,51.508358644804,-0.12478853109718,"1",WC2N 5HS
Charlton,541108,178387,51.486834983914,0.030956045084626,"3",SE7 7AB
Cheam,524444,163334,51.355460268652,-0.21419692461334,"5",SM3 8RZ
Chelsfield,546944,164021,51.35626456871,0.10899847900884,"6",BR6 6EU
Chesham,496048,201650,51.705380095434,-0.61141518839627,"9",HP5 1DH
Cheshunt,536652,202307,51.702873317164,-0.023872946724225,"8",EN8 9AQ
Chessington North,518415,164168,51.364243478778,-0.30046176722378,"6",KT9 2RT
Chessington South,517974,163319,51.356704567744,-0.30707466141954,"6",KT9 2DD
Chigwell,543835,193045,51.617857862487,0.076193656688014,"4",IG7 6NT
Chingford,539173,194628,51.63325337195,0.0095287721085566,"5",E4 6AL
Chipstead,527689,158275,51.309275002404,-0.16943152489582,"6",CR5 3TD
Chislehurst,543205,169405,51.40559840083,0.057506196205783,"5",BR7 5NN
Chiswick,520438,177182,51.480781526773,-0.2669989236265,"3",W4 2QE
Chiswick Park,520352,178692,51.494370746332,-0.26772251965492,"3",W4 5NE
Chorleywood,502596,196092,51.654265989674,-0.51831947385278,"7",WD3 5ND
City Thameslink,531688,181150,51.513935079961,-0.10360404036727,"1",EC4M 7JH
Clapham Common,529428,175291,51.4618036863,-0.13830051012379,"2",SW4 7AJ
Clapham High Street,529824,175709,51.465469529402,-0.13245010905033,"2",SW4 6DQ
Clapham Junction,527198,175520,51.464366804651,-0.17030060907001,"2",SW11 2QP
Clapham North,530003,175652,51.464916230409,-0.12989566953588,"2",SW4 7TS
Clapham South,528782,174259,51.452676506748,-0.1479696801021,"2,3",SW12 9DU
Clapton,534748,186531,51.561569094453,-0.057475034590784,"2",E5 9JP
Clock House,536367,169545,51.408540565451,-0.040687716905021,"4",BR3 4PR
Cobham and Stoke D'Abernon,512362,158925,51.31834723919,-0.38902199845314,"",KT11 3BW
Cockfosters,528087,196424,51.652024496788,-0.14990225857042,"5",EN4 0DZ
Colindale,521295,189937,51.595230546294,-0.25027310932225,"4",NW9 5HR
Colliers Wood,526831,170436,51.418759208995,-0.17740072104762,"3",SW19 2HR
Coulsdon South,529869,159056,51.315800960535,-0.1378887436247,"6",CR5 3EA
Covent Garden,530242,180982,51.512760249622,-0.1244924862088,"1",WC2E 9JT
Crayford,551479,174424,51.448546734577,0.17851710444575,"6",DA1 3PY
Crews Hill,530973,200109,51.684474623566,-0.10682963790553,"6",EN2 8AY
Cricklewood,524009,185907,51.558422694084,-0.21253351132178,"3",NW2 1HL
Crofton Park,536517,174739,51.455179296249,-0.036532191514461,"3",SE4 2RA
Crossharbour and London Arena,537896,179301,51.495839980525,-0.014918409980624,"2",E14 8AD
Crouch Hill,530586,187508,51.571327111387,-0.11711885796196,"3",N4 4AU
Croxley,507921,195395,51.647005333911,-0.44158934771671,"7",WD3 3DY
Crystal Palace,534120,170557,51.418170359941,-0.072592854062748,"3,4",SE19 2AZ
Custom House,540679,180911,51.509622053058,0.025786917726712,"3",E16 3BX
Cutty Sark for Maritime Greenwich,538240,177764,51.481944468688,-0.01056746798363,"2",SE10 9SW
Cyprus,543324,180863,51.508526572883,0.063855162939039,"3",E6 5PH
Dagenham Dock,548900,183000,51.526287178504,0.14504542671488,"5",RM9 6RA
Dagenham East,550284,185033,51.544187318113,0.16584784999223,"5",RM10 8AA
Dagenham Heathway,549035,184665,51.541211772284,0.14769413756505,"5",RM9 5AN
Dalston Junction,533580,184778,51.546093724339,-0.07497978585502,"2",E8 3DL
Dalston Kingsland,533487,185062,51.548667827094,-0.076212502172009,"2",E8 2JS
Dartford,554233,174379,51.447399615703,0.21809793611023,"",DA1 1BP
Debden,544275,196133,51.645491990883,0.083815925291538,"6",IG10 3TG
Denmark Hill,532697,176087,51.468200650033,-0.090973475173744,"2",SE5 8BB
Deptford,537165,177395,51.478890086282,-0.026181921788286,"2",SE8 3NU
Deptford Bridge,537466,176912,51.474476774061,-0.022038032405853,"2,3",SE10 8BU
Devons Road,537603,182233,51.522258469272,-0.017993342742124,"2",E3 3QX
Dollis Hill,522207,185132,51.551850619529,-0.23878334100376,"3",NW10 5NB
Drayton Green,516002,180998,51.516004715297,-0.32959685045955,"4",W13 0JX
Drayton Park,531426,185499,51.553078319423,-0.10575577858654,"2",N5 1NT
Ealing Broadway,517920,180915,51.51486201146,-0.30199597251937,"3",W5 2NU
Ealing Common,518963,180426,51.510248690463,-0.28713701041592,"3",W5 3LD
Earls Court,525457,178480,51.491356695274,-0.19429940765557,"1,2",SW5 9QA
Earlsfield,526081,173030,51.442238829835,-0.18725830238926,"3",SW18 4SW
East Acton,521656,181159,51.516263444214,-0.2480978154307,"2",W12 0BP
East Croydon,532904,165801,51.37571611266,-0.091849130629116,"5",CR0 1LF
East Dulwich,533449,175375,51.461625592168,-0.080422179162408,"2",SE22 8EF
East Finchley,527242,189204,51.587332564437,-0.16472945405368,"3",N2 0NW
East Ham,542373,184255,51.539246158049,0.051530710126145,"3,4",E6 2JA
East India,538729,180753,51.508684006054,-0.0023559243798497,"2,3",E14 9PS
East Putney,524387,174840,51.458879808899,-0.21098384278422,"2,3",SW15 6SN
Eastcote,511191,187627,51.576551871493,-0.39680887105797,"5",HA5 1QZ
Eden Park,537396,167598,51.390796105685,-0.026655345425249,"5",BR3 3HQ
Edgware,519527,192009,51.614229655466,-0.27507922607818,"5",HA8 7AW
Edgware Road (Bakerloo),527026,181778,51.520645381678,-0.17052514070378,"1",W2 1DY
Edgware Road (Circle/District/Hammersmith and City),527227,181711,51.51999806318,-0.1676538436008,"1",NW1 5DH
Edmonton Green,534273,193590,51.625115709648,-0.061624575457523,"4",N9 9DX
Elephant and Castle,531940,179144,51.495849394281,-0.10072431173602,"1,2",SE1 6LW
Elm Park,552446,185647,51.549124559422,0.19726710182967,"6",RM12 4RW
Elmers End,535788,168389,51.398291114164,-0.049449459806297,"4",BR3 4EJ
Elmstead Woods,542247,170656,51.417080625514,0.044243721084371,"4",BR7 5EW
Elstree and Borehamwood,519098,196299,51.652875609998,-0.27981416681958,"6",WD6 3LS
Eltham,542690,174962,51.455662213853,0.052343698204214,"4",SE9 6UB
Elverson Road,537848,176243,51.468372191483,-0.016801981736488,"2,3",SE8 4LA
Embankment,530406,180380,51.507312509276,-0.12235292981979,"1",WC2N 6NS
Emerson Park,553971,187918,51.569114881318,0.22023736048149,"6",RM11 2JR
Enfield Chase,532181,196607,51.652722121848,-0.090689752730328,"5",EN2 7AA
Enfield Lock,536437,198737,51.670846125012,-0.02837661157186,"6",EN3 6BW
Enfield Town,532970,196544,51.651970081543,-0.079315469569566,"5",EN1 1YB
Epping,546197,201552,51.69368615157,0.11384001852178,"6",CM16 4HW
Epsom Downs,522805,159756,51.323659467583,-0.23895587775184,"6",KT17 4JX
Erith,551075,178096,51.481647653094,0.17427568781302,"6",DA8 1TY
Essex Road,532114,184132,51.540633322162,-0.096351108662094,"2",N1 2SU
Euston,529587,182735,51.528664346375,-0.13328205840994,"1",NW1 2DU
Euston Square,529587,182735,51.528664346375,-0.13328205840994,"1",NW1 2BN
Ewell East,522571,162152,51.345243905271,-0.24148864560939,"6",KT17 1QR
Ewell West,521473,162654,51.349991173131,-0.25707477581385,"6",KT17 1TU
Fairlop,544902,190655,51.59610953153,0.090607714208087,"4",IG6 3HD
Falconwood,544498,175394,51.459085786225,0.078524084551238,"4",SE9 2RN
Farringdon,531585,181844,51.520195700647,-0.10482865117184,"1",EC1M 6BY
Feltham,510601,173298,51.44787922275,-0.40981009327567,"6",TW13 4BY
Fenchurch Street,533434,180932,51.511566715013,-0.078539744740966,"1",EC3M 4AJ
Finchley Central,525232,190664,51.600903273752,-0.19320620063466,"4",N3 2RY
Finchley Road,526293,184703,51.547096220268,-0.18003614128656,"2",NW6 3BS
Finchley Road and Frognal,526035,185033,51.550119520279,-0.18363678247277,"2",NW3 5HT
Finsbury Park,531385,186784,51.564635458062,-0.10586706135916,"2",N4 3JU
Forest Gate,540447,185322,51.54931611531,0.024203511499168,"3",E7 0QH
Forest Hill,535398,172943,51.439308318386,-0.053314119078799,"3",SE23 3HD
Fulham Broadway,525402,177244,51.480260927016,-0.19552976561085,"2",SW6 1BY
Fulwell,514832,171841,51.433942607741,-0.34942414136408,"6",TW2 5NY
Gallions Reach,543873,180935,51.509034130657,0.071789801687878,"3",E6 6FZ
Gants Hill,543266,188432,51.576552943422,0.066098526398209,"4",IG2 6UD
Gidea Park,552941,189306,51.581865720882,0.20599141081423,"6",RM2 6BX
Gipsy Hill,533321,171237,51.424469532451,-0.083820786846549,"3",SE19 1PL
Gloucester Road,526196,178848,51.494499579725,-0.18352915689619,"1",SW7 4SF
Golders Green,525199,187471,51.572215556655,-0.19482013198437,"3",NW11 7RN
Goldhawk Road,523131,179616,51.502076993967,-0.22738960127533,"2",W12 8EG
Goodge Street,529505,181837,51.520613125487,-0.13479327927061,"1",W1T 2HF
Goodmayes,546462,187369,51.566180968146,0.11174407958328,"4",IG3 9UH
Gordon Hill,531889,197799,51.663502248565,-0.09445884360504,"5",EN2 0QU
Gospel Oak,528263,185677,51.555405311264,-0.15128661069808,"2",NW5 1LT
Grange Hill,544963,192590,51.613480413753,0.092286969949084,"4",IG7 5QB
Grange Park,531753,195472,51.642623088692,-0.09729997426098,"5",N21 1RE
Great Portland Street,528861,182174,51.52378881305,-0.14394701338886,"1",W1W 5PP
Green Park,529012,180283,51.506760501463,-0.14246316907526,"1",W1J 7BX
Greenford,514808,183861,51.541980112836,-0.34586432267848,"4",UB6 8PR
Greenwich,537956,177267,51.477547665535,-0.014848686252722,"2,3",SE10 8JQ
Grove Park,540702,172099,51.430432640396,0.022612884710894,"4",SE12 0PW
Gunnersbury,519843,178401,51.491863444709,-0.27514973411264,"3",W4 5RP
Hackbridge,528582,165929,51.377860917901,-0.15386483218978,"4",SM6 7BJ
Hackney Central,534922,184943,51.547257451286,-0.055575092639468,"2",E8 1LL
Hackney Downs,534598,185137,51.549078092042,-0.060170685150219,"2",E8 1LA
Hackney Wick,537036,184588,51.543558409072,-0.025245084630728,"2",E9 5ER
Hadley Wood,526197,198199,51.668402892286,-0.17656673195017,"6",EN4 0EJ
Haggerston,533560,183953,51.538684738939,-0.075580841462924,"2",E8 4DY
Hainault,545124,191411,51.602845314928,0.094122987217226,"4",IG6 3BD
Hammersmith (District),523474,178483,51.491819802914,-0.22284652701972,"2",W6 9YA
Hammersmith (Met.),523346,178665,51.493483379174,-0.22462575515926,"2",W6 0ED
Hampstead,526408,185757,51.556542616677,-0.17800013773286,"2",NW3 1QG
Hampstead Heath,527344,185631,51.555199944256,-0.16455176144825,"3",NW3 2QD
Hampton,513299,169797,51.415879597557,-0.37212087604547,"6",TW12 2HU
Hampton Court,515376,168332,51.40229391894,-0.34274277866957,"6",KT8 9AE
Hampton Wick,517407,169752,51.414640080192,-0.31308923226487,"6",KT1 4DQ
Hanger Lane,518506,182621,51.530072069094,-0.29298173181915,"3",W5 1DL
Hanwell,515426,180560,51.512185998837,-0.33803747641273,"4",W7 3EB
Harlesden,520952,183367,51.536258358843,-0.25748125850322,"3",NW10 8UT
Harold Wood,554858,190626,51.593202188506,0.2342185071783,"6",RM3 0BL
Harringay,531395,188200,51.577357921799,-0.10519382370901,"3",N4 1RW
Harringay Green Lanes,531880,188189,51.57714590447,-0.098202962998489,"3",N4 2NU
Harrow and Wealdstone,515486,189508,51.592594673236,-0.33423825163137,"5",HA3 7RF
Harrow-on-the-Hill,515329,188035,51.579388159582,-0.33698708805734,"5",HA1 1BB
Hatch End,513024,191370,51.609828548789,-0.36916434211502,"6",HA5 5LZ
Hatton Cross,509614,175369,51.466685355642,-0.42336616986103,"5,6",TW6 3PF
Haydons Road,526012,171161,51.425457340854,-0.18891497843117,"3",SW19 8SL
Hayes,540003,165993,51.37573670506,0.010157017878448,"5",BR2 7EN
Hayes and Harlington,509717,179417,51.50304912563,-0.42062749859031,"5",UB3 4BX
Headstone Lane,513892,190574,51.602499669538,-0.35689307782418,"5",HA2 6NB
Heathrow Terminal 4,507939,174565,51.45978048411,-0.44771519861354,"6",TW6 3AA
Heathrow Terminal 5,504934,175642,51.470025485584,-0.49063310869077,"6",TW6 2GA
Heathrow Terminals 1 2 3,507587,175838,51.47128945567,-0.45239283063262,"6",TW6 1EB
Hendon,522143,188271,51.580075012022,-0.23861609099829,"3,4",NW4 4PT
Hendon Central,522959,188631,51.583133074092,-0.2267197095034,"3,4",NW4 3AS
Herne Hill,531934,174486,51.453991381788,-0.10254851838021,"2,3",SE24 0JW
Heron Quays,537386,180127,51.503386571015,-0.021939126563571,"2",E14 4JH
High Barnet,525027,196310,51.651688276705,-0.19415092780429,"5",EN5 5RP
High Street Kensington,525622,179527,51.500729468384,-0.19155165303998,"1",W8 5SA
Highams Park,538581,191841,51.608355993014,-0.00012084723573169,"4",E4 9LA
Highbury and Islington,531562,184770,51.546495518926,-0.10406772078143,"2",N1 1SE
Highgate,528503,188158,51.57764663481,-0.14692043327249,"3",N6 5BH
Hillingdon,507567,185015,51.55377757066,-0.44988357245777,"6",UB10 9NR
Hither Green,538997,174497,51.452401721767,-0.00095652287067613,"3",SE13 5NF
Holborn,530553,181488,51.517235749261,-0.11982609759457,"1",WC2B 6AA
Holland Park,524564,180215,51.507146508744,-0.20654337129402,"2",W11 3RB
Holloway Road,530930,185457,51.55281611672,-0.11292127587712,"2",N7 8HS
Homerton,536108,184901,51.546595450822,-0.038497927971748,"2",E9 5SD
Honor Oak Park,536002,174221,51.450648245652,-0.044138732242293,"3",SE23 3LE
Hornchurch,553931,186274,51.554355082156,0.21894141805997,"6",RM12 6LS
Hornsey,530911,189202,51.586474864733,-0.11180120639571,"3",N8 8SE
Hounslow,513902,174998,51.46250486146,-0.36178186366717,"5",TW3 3DL
Hounslow Central,513592,175928,51.470925810282,-0.36594373417825,"4",TW3 1JG
Hounslow East,514327,176254,51.473707937461,-0.35526092596841,"4",TW3 4AB
Hounslow West,512215,176140,51.473105762632,-0.38569323300198,"5",TW3 3DH
Hoxton,533582,183142,51.531391621283,-0.075571232880956,"1,2",E2 8HR
Hyde Park Corner,528330,179801,51.502584030904,-0.15245970877887,"1",SW1X 7LY
Ickenham,508127,185811,51.560825107127,-0.44156508942605,"6",UB10 8PD
Ilford,543501,186501,51.559142232556,0.06869961398625,"4",IG1 4DU
Imperial Wharf,526299,176674,51.474938948929,-0.18282310826897,"2",SW6 2HA
Island Gardens,538228,178432,51.487950088882,-0.010478902499309,"2",E14 3FA
Isleworth,515570,176430,51.475037464523,-0.33731436875817,"4",TW7 4BX
Kenley,532400,160100,51.324600324285,-0.10120536334161,"6",CR8 5JA
Kennington,531660,178337,51.488662470707,-0.10505621257104,"2",SE11 4JQ
Kensal Green,523241,182784,51.530524241234,-0.22469897011847,"2",NW10 5JT
Kensal Rise,523501,183201,51.53421509119,-0.22080656353585,"2",NW10 3NT
Kensington (Olympia),524324,179178,51.497879724483,-0.21036483866639,"2",W14 0NE
Kent House,535999,170000,51.412717664303,-0.045801176185629,"4",BR3 1HY
Kentish Town,529029,185096,51.550009538423,-0.14045684366827,"2",NW5 2AA
Kentish Town West,528603,184700,51.546547987029,-0.14674199079293,"2",NW5 3LD
Kenton,516833,188304,51.581496322037,-0.31520243664979,"4",HA3 0XS
Kew Bridge,518898,178172,51.49000465091,-0.28883209363752,"3",TW8 0EF
Kew Gardens,519173,176708,51.476789170755,-0.28536661446493,"3,4",TW9 3PZ
Kidbrooke,540999,175697,51.462690183933,0.028314631821257,"3",SE3 9NF
Kilburn,524589,184644,51.546944459981,-0.20461829997264,"2",NW6 7QL
Kilburn High Road,525553,183591,51.537267764059,-0.19109868962017,"2",NW6 7QL
Kilburn Park,525361,183349,51.535135560206,-0.19395164168612,"2",NW6 5AD
King George V,543231,180135,51.502008599189,0.062220618931645,"3",E16 2JF
King's Cross,530312,182991,51.53079820546,-0.12274200728123,"1",N1 9AL
Kings Cross St. Pancras,530236,182935,51.530312476892,-0.12385771561154,"1",NW1 2BA
Kingsbury,519361,188739,51.584876550714,-0.27858717715014,"4",NW9 9EG
Kingston,518244,169549,51.412641800653,-0.30112666341862,"6",KT1 1UJ
Kingswood,524816,156585,51.29472316433,-0.21121888607947,"6",KT20 6EN
Knightsbridge,527765,179650,51.501354916808,-0.16065008131194,"1",SW3 1ED
Knockholt,548499,162896,51.345751922698,0.13084539482109,"6",TN14 7HR
Ladbroke Grove,524284,181328,51.517210698742,-0.21018376269161,"2",W10 6HJ
Ladywell,537716,174884,51.45619213691,-0.019230010500554,"3",SE13 7XB
Lambeth North,531165,179489,51.499129959063,-0.11175385704735,"1",SE1 7XG
Lancaster Gate,526711,180796,51.511890964101,-0.17541552045722,"1",W2 4QH
Langdon Park,537807,181863,51.518883939693,-0.015199388573999,"2",E14 6NW
Latimer Road,523789,180954,51.513958124663,-0.21744525733064,"2",W10 6SZ
Lee,540002,174197,51.449458517716,0.013379080898623,"3",SE12 9JG
Leicester Square,529987,180812,51.511291196842,-0.12822773962177,"1",WC2H 0AP
